Id,PostTypeId,Tags,AnswerCount,CreationDate,TagName,Count
"742","1","<python><django><view><oop>","9","2008-08-03 15:55:28","mobile","31156"
"745","2","","","2008-08-03 15:59:19","",""
"746","1","<string><language-agnostic><format><title-case>","20","2008-08-03 16:03:48","",""
"747","2","","","2008-08-03 16:05:57","",""
"749","2","","","2008-08-03 16:12:43","",""
"750","2","","","2008-08-03 16:13:29","",""
"751","2","","","2008-08-03 16:25:07","",""
"752","1","<c#><.net><performance><reflection><types>","11","2008-08-03 16:29:03","wcf","50625"
"754","2","","","2008-08-03 16:33:51","",""
"755","2","","","2008-08-03 16:35:34","",""
"759","2","","","2008-08-03 16:54:12","sdk","15214"
"761","1","<.net><internationalization><date><globalization>","7","2008-08-03 17:30:20","",""
"762","2","","","2008-08-03 17:31:31","",""
"763","2","","","2008-08-03 17:37:43","",""
"764","2","","","2008-08-03 17:40:25","",""
"766","1","<python><mysql><postgresql><bpgsql>","6","2008-08-03 17:44:07","dsl","2241"
"768","2","","","2008-08-03 18:06:30","vsx","355"
"769","1","<math><linear-algebra><system><linear-equation>","11","2008-08-03 18:14:24","",""
"770","2","","","2008-08-03 18:18:54","",""
"771","2","","","2008-08-03 18:22:47","",""
"773","1","<python><python-itertools>","16","2008-08-03 18:27:09","seo","7944"
"774","2","","","2008-08-03 18:27:13","",""
"777","2","","","2008-08-03 18:32:27","mapi","715"
"781","2","","","2008-08-03 18:37:24","intellisense","4632"
"783","2","","","2008-08-03 18:40:09","",""
"787","2","","","2008-08-03 18:46:33","olap","1705"
"791","2","","","2008-08-03 18:52:17","",""
"794","2","","","2008-08-03 19:06:00","network-programming","47875"
"795","2","","","2008-08-03 19:10:58","adsl","15"
"797","2","","","2008-08-03 19:30:55","",""
"798","2","","","2008-08-03 19:36:48","",""
"799","2","","","2008-08-03 19:42:03","",""
"802","2","","","2008-08-03 20:07:05","mercurial","8257"
"805","1","<asp-classic><sftp>","6","2008-08-03 20:11:26","",""
"810","1","<windows><visual-studio><registry><installation>","4","2008-08-03 20:35:01","",""
"817","2","","","2008-08-03 20:40:33","microcontroller","3821"
"818","2","","","2008-08-03 20:45:27","",""
"820","2","","","2008-08-03 20:48:47","jquery","1030820"
"826","1","<algorithm><language-agnostic>","8","2008-08-03 21:08:54","",""
"829","2","","","2008-08-03 21:17:33","events","38028"
"832","1","<c#><linq><left-join>","4","2008-08-03 21:22:52","",""
"833","1","<sql-server><database>","8","2008-08-03 21:23:41","height","6202"
"834","2","","","2008-08-03 21:24:56","schema","7586"
"835","1","<msbuild><cruisecontrol.net>","3","2008-08-03 21:25:09","ddl","2286"
"836","2","","","2008-08-03 21:31:14","",""
"837","2","","","2008-08-03 21:31:17","remoting","1143"
"838","2","","","2008-08-03 21:31:40","wireless","691"
"840","2","","","2008-08-03 21:36:25","",""
"845","1","<javascript><html><css><fonts>","10","2008-08-03 21:42:37","",""
"849","2","","","2008-08-03 21:51:44","groovy","30401"
"855","1","<visual-studio><xslt><documentation><sandcastle><xml-comments>","6","2008-08-03 22:03:37","firebird","3808"
"858","2","","","2008-08-03 22:12:52","",""
"859","2","","","2008-08-03 22:14:55","lambda","30286"
"870","2","","","2008-08-03 22:34:06","",""
"871","1","<svn><git>","30","2008-08-03 22:38:29","",""
"873","2","","","2008-08-03 22:44:26","logic","9484"
"875","2","","","2008-08-03 22:45:44","",""
"876","2","","","2008-08-03 22:47:42","",""
"877","2","","","2008-08-03 22:48:47","cmmi","34"
"879","1","<php><variables><pass-by-reference><pass-by-value>","16","2008-08-03 22:51:41","",""
"880","2","","","2008-08-03 22:52:11","",""
"881","2","","","2008-08-03 22:52:17","zip","11140"
"884","2","","","2008-08-03 23:06:15","",""
"885","2","","","2008-08-03 23:06:56","",""
"886","2","","","2008-08-03 23:08:23","leader","45"
"888","1","<php><eclipse><debugging><phpstorm><xdebug>","30","2008-08-03 23:18:21","moss","892"
"889","2","","","2008-08-03 23:20:48","winapi","43905"
"890","2","","","2008-08-03 23:28:39","jsf","35523"
"891","2","","","2008-08-03 23:32:13","microformats","158"
"893","2","","","2008-08-03 23:38:05","",""
"894","2","","","2008-08-03 23:52:47","",""
"895","2","","","2008-08-03 23:56:54","",""
"896","2","","","2008-08-03 23:57:46","desktop","2497"
"897","2","","","2008-08-04 00:05:05","",""
"898","1","<language-agnostic><unicode><localization><internationalization>","11","2008-08-04 00:08:51","",""
"904","1","<html><css><text>","11","2008-08-04 00:17:34","post","40546"
"905","1","<sql-server><sql-server-2005><windows-server-2003>","1","2008-08-04 00:17:55","",""
"906","2","","","2008-08-04 00:23:00","doctype","1083"
"908","2","","","2008-08-04 00:23:55","xcode","160064"
"910","2","","","2008-08-04 00:24:15","",""
"911","2","","","2008-08-04 00:25:11","",""
"912","2","","","2008-08-04 00:25:28","informix","2270"
"921","2","","","2008-08-04 00:35:14","firebug","2716"
"930","1","<c#><database><loops><connection>","8","2008-08-04 00:47:25","ms-access","58003"
"931","2","","","2008-08-04 00:51:52","rcp","1714"
"935","1","<string><postgresql><escaping>","5","2008-08-04 01:00:24","dnsmasq","287"
"938","2","","","2008-08-04 01:07:03","linker","14325"
"939","2","","","2008-08-04 01:07:07","",""
"940","2","","","2008-08-04 01:07:14","resume","549"
"942","2","","","2008-08-04 01:13:06","logging","41865"
"943","2","","","2008-08-04 01:14:57","",""
"944","1","<c#><.net><exception>","6","2008-08-04 01:15:38","",""
"947","1","<vb6><mutex>","3","2008-08-04 01:22:49","",""
"950","2","","","2008-08-04 01:29:18","",""
"951","2","","","2008-08-04 01:31:31","",""
"971","2","","","2008-08-04 02:14:59","",""
"972","1","<python><oop><methods><monkeypatching>","19","2008-08-04 02:17:51","",""
"981","2","","","2008-08-04 02:30:09","recurrence","1044"
"982","2","","","2008-08-04 02:31:13","timezone","12611"
"986","2","","","2008-08-04 02:45:07","",""
"990","2","","","2008-08-04 02:54:15","awk","33306"
"1005","1","<linux><unix><vi>","10","2008-08-04 03:34:02","",""
"1006","2","","","2008-08-04 03:39:31","icedtea","38"
"1010","1","<c#><asp.net><viewstate>","3","2008-08-04 03:59:42","",""
"1012","2","","","2008-08-04 04:04:52","debian","10301"
"1016","2","","","2008-08-04 04:31:02","",""
"1022","2","","","2008-08-04 04:45:05","corecon","6"
"1023","2","","","2008-08-04 04:45:12","code-reuse","879"
"1024","1","<ruby-on-rails><ruby><exception><plugins>","2","2008-08-04 04:48:38","singleton","8666"
"1025","2","","","2008-08-04 04:48:40","",""
"1026","2","","","2008-08-04 04:50:44","construction","116"
"1028","2","","","2008-08-04 04:58:40","",""
"1033","1","<ip><lookup><country>","14","2008-08-04 05:15:35","mp3","4542"
"1034","2","","","2008-08-04 05:21:59","mp4","3116"
"1037","1","<c#><winforms><flash><adobe><macromedia>","2","2008-08-04 05:35:52","",""
"1039","2","","","2008-08-04 05:44:45","",""
"1040","1","<c#><file-locking>","9","2008-08-04 05:45:22","repair","167"
"1041","1","<c++><regex><open-source>","10","2008-08-04 05:50:00","",""
"1042","1","<sql><sql-server><sql-server-2005><indexing><full-text-search>","2","2008-08-04 05:51:56","parents","72"
"1043","2","","","2008-08-04 05:59:53","",""
"1044","2","","","2008-08-04 06:01:52","relate","16"
"1047","2","","","2008-08-04 06:10:16","skins","77"
"1049","2","","","2008-08-04 06:12:11","",""
"1050","2","","","2008-08-04 06:14:42","",""
"1051","2","","","2008-08-04 06:15:30","",""
"1053","1","<math><language-agnostic><floating-point>","10","2008-08-04 06:21:38","implementation","2219"
"1054","2","","","2008-08-04 06:22:18","",""
"1055","2","","","2008-08-04 06:23:51","",""
"1056","2","","","2008-08-04 06:26:22","",""
"1057","2","","","2008-08-04 06:29:03","",""
"1061","2","","","2008-08-04 06:39:40","",""
"1062","2","","","2008-08-04 06:41:29","filenames","4207"
"1064","1","<language-agnostic><opengl><3d><directx>","3","2008-08-04 06:51:20","",""
"1065","2","","","2008-08-04 06:52:32","animation","44910"
"1066","2","","","2008-08-04 07:12:57","continuous-integration","14118"
"1069","1","<c++><windows><multithreading><debugging><memory>","15","2008-08-04 07:30:01","",""
"1070","1","<unix><size>","4","2008-08-04 07:34:44","",""
"1071","2","","","2008-08-04 07:45:38","extension-methods","3619"
"1072","2","","","2008-08-04 07:48:51","caucho","18"
"1073","2","","","2008-08-04 07:51:02","resin","167"
"1074","2","","","2008-08-04 08:04:41","webserver","8168"
"1077","2","","","2008-08-04 08:14:56","",""
"1082","2","","","2008-08-04 08:21:07","swing","81386"
"1083","1","<oop><artificial-intelligence><naivebayes><email-spam>","6","2008-08-04 08:21:42","primes","3389"
"1086","2","","","2008-08-04 08:26:55","refactoring","7990"
"1090","2","","","2008-08-04 08:54:16","stack","11163"
"1092","2","","","2008-08-04 09:04:01","",""
"1093","2","","","2008-08-04 09:04:17","",""
"1095","2","","","2008-08-04 09:08:32","",""
"1096","2","","","2008-08-04 09:12:37","",""
"1104","1","<c++><exception><try-catch><exception-safety>","7","2008-08-04 10:01:37","selenium","99971"
"1108","1","<sql><database><performance><indexing><database-indexes>","7","2008-08-04 10:07:12","abap","3500"
"1109","2","","","2008-08-04 10:10:15","",""
"1114","2","","","2008-08-04 10:20:01","",""
"1120","2","","","2008-08-04 10:27:05","wgs84","171"
"1123","2","","","2008-08-04 10:31:33","",""
"1130","2","","","2008-08-04 10:41:04","msdtc","406"
"1131","1","<windows><language-agnostic><chm><winhelp>","10","2008-08-04 10:43:05","",""
"1135","2","","","2008-08-04 10:51:39","executable","3732"
"1136","2","","","2008-08-04 10:52:26","swt","6120"
"1141","2","","","2008-08-04 11:02:12","activerecord","28695"
"1142","2","","","2008-08-04 11:03:51","",""
"1145","1","<c><malloc>","8","2008-08-04 11:06:00","inequality","287"
"1149","2","","","2008-08-04 11:14:48","",""
"1153","2","","","2008-08-04 11:17:32","w3c","1249"
"1154","2","","","2008-08-04 11:19:54","",""
"1155","2","","","2008-08-04 11:20:58","",""
"1156","1","<sql><database><indexing>","9","2008-08-04 11:21:26","printf","9674"
"1157","2","","","2008-08-04 11:25:14","qstring","800"
"1160","1","<svn><msbuild><cruisecontrol.net>","12","2008-08-04 11:37:24","",""
"1163","2","","","2008-08-04 11:39:47","",""
"1164","2","","","2008-08-04 11:41:37","",""
